layer,pair_index,left_index,right_index,dot,cosine,left_norm,right_norm,metric_variant,left_sample_index,right_sample_index,left_example_id,right_example_id,left_sequence_index,right_sequence_index,left_hidden_pos,right_hidden_pos,left_label_pos,right_label_pos,left_input_token_id,right_input_token_id,left_label_token_id,right_label_token_id,left_input_token_str,right_input_token_str,left_label_token_str,right_label_token_str,left_hidden_attention_mask,right_hidden_attention_mask,left_label_attention_mask,right_label_attention_mask,left_dataset,right_dataset,left_domain,right_domain
12,34,34,178,154.734619140625,0.08700618892908096,42.630279541015625,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,111,38,112,39,384,25,32749,35,and,:,construction,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,35,35,178,155.24444580078125,0.07719263434410095,48.208213806152344,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,112,38,113,39,32749,25,25068,35,construction,:,oft,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,36,36,178,183.71084594726562,0.09113182872533798,48.32207107543945,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,113,38,114,39,25068,25,247,35,oft,:,he,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,37,37,178,134.8455810546875,0.08182596415281296,39.50266647338867,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,114,38,115,39,247,25,9345,35,he,:,second,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,38,38,178,158.07655334472656,0.08316454291343689,45.562767028808594,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,115,38,116,39,9345,25,54243,35,second,:,susp,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,39,39,178,174.16476440429688,0.08078249543905258,51.68016052246094,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,116,38,117,39,54243,25,3143,35,susp,:,ension,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,40,40,178,73.2669906616211,0.03626587614417076,48.42738342285156,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,117,38,118,39,3143,25,18697,35,ension,:,bridge,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,41,41,178,148.74212646484375,0.07776162773370743,45.851070404052734,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,118,38,119,39,18697,25,246,35,bridge,:,in,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,42,42,178,200.8677978515625,0.10619254410266876,45.34162902832031,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,119,38,120,39,246,25,26749,35,in,:,Europe,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,43,43,178,125.95513153076172,0.06345050781965256,47.584068298339844,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,120,38,121,39,26749,25,11,35,Europe,:,",",D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,44,44,178,253.08963012695312,0.15046675503253937,40.31945037841797,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,121,38,122,39,11,25,3262,35,",",:,which,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,45,45,178,190.41009521484375,0.12221154570579529,37.34724426269531,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,122,38,123,39,3262,25,86,35,which,:,w,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,46,46,178,118.47811889648438,0.07461465895175934,38.06228256225586,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,123,38,124,39,86,25,540,35,w,:,ast,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,47,47,178,192.51718139648438,0.10928267240524292,42.22785568237305,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,124,38,125,39,540,25,247,35,ast,:,he,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,48,48,178,183.949951171875,0.11912468820810318,37.01508331298828,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,125,38,126,39,247,25,6102,35,he,:,first,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,49,49,178,165.16543579101562,0.07845234125852585,50.46543884277344,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,126,38,127,39,6102,25,54243,35,first,:,susp,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,50,50,178,142.7071533203125,0.06767842918634415,50.544776916503906,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,127,38,128,39,54243,25,3143,35,susp,:,ension,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,51,51,178,76.0044174194336,0.03699352219700813,49.24861145019531,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,128,38,129,39,3143,25,18697,35,ension,:,bridge,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,52,52,178,151.2662353515625,0.07733938843011856,46.883724212646484,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,129,38,130,39,18697,25,24788,35,bridge,:,within,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,53,53,178,148.3039093017578,0.08459273725748062,42.024288177490234,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,130,38,131,39,24788,25,83897,35,within,:,continental,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,54,54,178,169.89088439941406,0.0802188590168953,50.76617431640625,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,131,38,132,39,83897,25,26749,35,continental,:,Europe,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,55,55,178,164.83395385742188,0.0808793231844902,48.85285949707031,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,132,38,133,39,26749,25,13,35,Europe,:,.,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,56,56,178,273.37860107421875,0.16847175359725952,38.897193908691406,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,133,38,134,39,13,25,35487,35,.,:,Gi,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,57,57,178,230.95530700683594,0.1230328157544136,44.997440338134766,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,134,38,135,39,35487,25,332,35,Gi,:,ur,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,58,58,178,164.76914978027344,0.08920186012983322,44.27747344970703,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,135,38,136,39,332,25,2268,35,ur,:,aw,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,59,59,178,209.05740356445312,0.11155485361814499,44.921878814697266,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,136,38,137,39,2268,25,281,35,aw,:,as,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,60,60,178,245.20260620117188,0.15055999159812927,39.038787841796875,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,137,38,138,39,281,25,13176,35,as,:,born,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,61,61,178,154.83726501464844,0.08562035858631134,43.34901809692383,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,138,38,139,39,13176,25,246,35,born,:,in,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,62,62,178,183.6808624267578,0.1122555285692215,39.22265625,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,139,38,140,39,246,25,28152,35,in,:,Mass,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,63,63,178,105.38488006591797,0.061347365379333496,41.17780685424805,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,140,38,141,39,28152,25,358,35,Mass,:,ch,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,64,64,178,152.17279052734375,0.07949329912662506,45.886749267578125,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,141,38,142,39,358,25,8277,35,ch,:,ito,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,65,65,178,85.8843002319336,0.047417283058166504,43.416812896728516,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,142,38,143,39,8277,25,11,35,ito,:,",",D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,66,66,178,150.193115234375,0.08752873539924622,41.13203430175781,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,143,38,144,39,11,25,13473,35,",",:,asm,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,67,67,178,201.3566436767578,0.11307021230459213,42.68729019165039,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,144,38,145,39,13473,25,436,35,asm,:,all,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,68,68,178,143.84259033203125,0.08427125960588455,40.91558837890625,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,145,38,146,39,436,25,19961,35,all,:,town,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,69,69,178,143.73292541503906,0.07569672912359238,45.515567779541016,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,146,38,147,39,19961,25,2296,35,town,:,with,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,70,70,178,184.1119384765625,0.10809473693370819,40.82801055908203,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,147,38,148,39,2296,25,572,35,with,:,int,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,71,71,178,172.86395263671875,0.0926811620593071,44.70888137817383,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,148,38,149,39,572,25,247,35,int,:,he,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,72,72,178,157.1153564453125,0.09165114909410477,41.092403411865234,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,149,38,150,39,247,25,53,35,he,:,V,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,73,73,178,110.61957550048828,0.07546871900558472,35.135475158691406,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,150,38,151,39,53,25,12204,35,V,:,ulture,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,74,74,178,88.92428588867188,0.04456225782632828,47.83370590209961,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,151,38,152,39,12204,25,12,35,ulture,:,-,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,75,75,178,134.01649475097656,0.08531129360198975,37.65585708618164,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,152,38,153,39,12,25,44,35,-,:,M,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,76,76,178,103.23470306396484,0.06789904087781906,36.445411682128906,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,153,38,154,39,44,25,785,35,M,:,elf,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,77,77,178,67.33004760742188,0.034287773072719574,47.0706787109375,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,154,38,155,39,785,25,14402,35,elf,:,ige,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,78,78,178,101.53706359863281,0.05853851139545441,41.5780143737793,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,155,38,156,39,14402,25,23573,35,ige,:,ographical,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,79,79,178,216.68994140625,0.11551301181316376,44.96645736694336,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,156,38,157,39,23573,25,15392,35,ographical,:,region,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,80,80,178,204.87330627441406,0.11089539527893066,44.28459548950195,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,157,38,158,39,15392,25,2296,35,region,:,with,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,81,81,178,161.8938751220703,0.09813851118087769,39.54319763183594,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,158,38,159,39,2296,25,572,35,with,:,int,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,82,82,178,183.89601135253906,0.10101591050624847,43.63785171508789,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,159,38,160,39,572,25,247,35,int,:,he,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,83,83,178,141.8537139892578,0.08621829748153687,39.438655853271484,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,160,38,161,39,247,25,13972,35,he,:,Bas,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,84,84,178,112.10582733154297,0.06620699167251587,40.58869934082031,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,161,38,162,39,13972,25,51902,35,Bas,:,ilic,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,85,85,178,118.29875183105469,0.057708658277988434,49.138282775878906,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,162,38,163,39,51902,25,751,35,ilic,:,ata,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,86,86,178,144.09329223632812,0.06932895630598068,49.82071304321289,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,163,38,164,39,751,25,39528,35,ata,:,administr,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,87,87,178,184.4725341796875,0.09761741757392883,45.298648834228516,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,164,38,165,39,39528,25,1251,35,administr,:,ative,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,88,88,178,207.7454833984375,0.10739065706729889,46.370941162109375,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,165,38,166,39,1251,25,15392,35,ative,:,region,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,89,89,178,188.13267517089844,0.10954972356557846,41.16553497314453,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,166,38,167,39,15392,25,246,35,region,:,in,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,90,90,178,188.08494567871094,0.11632495373487473,38.758052825927734,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,167,38,168,39,246,25,66390,35,in,:,Southern,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,91,91,178,184.387451171875,0.09449393302202225,46.7744026184082,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,168,38,169,39,66390,25,67319,35,Southern,:,Italy,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,92,92,178,185.73558044433594,0.09819086641073227,45.34243392944336,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,169,38,170,39,67319,25,13,35,Italy,:,.,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,93,93,178,242.37515258789062,0.14063555002212524,41.311771392822266,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,170,38,171,39,13,25,7740,35,.,:,Hel,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,94,94,178,145.7666015625,0.08889546245336533,39.30603790283203,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,171,38,172,39,7740,25,988,35,Hel,:,ater,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,95,95,178,124.30929565429688,0.081092469394207,36.74547576904297,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,172,38,173,39,988,25,3988,35,ater,:,was,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,96,96,178,147.9110565185547,0.09885111451148987,35.867401123046875,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,173,38,174,39,3988,25,261,35,was,:,an,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,97,97,178,144.5941162109375,0.09217793494462967,37.6014404296875,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,174,38,175,39,261,25,87078,35,an,:,inaug,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,98,98,178,120.13066101074219,0.06745123118162155,42.691837310791016,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,175,38,176,39,87078,25,3343,35,inaug,:,ural,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,99,99,178,135.31809997558594,0.08383668214082718,38.69034957885742,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,176,38,177,39,3343,25,43040,35,ural,:,student,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,100,100,178,136.84771728515625,0.07473553717136383,43.8925895690918,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,177,38,178,39,43040,25,25068,35,student,:,oft,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,101,101,178,124.20360565185547,0.06904295831918716,43.12167739868164,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,178,38,179,39,25068,25,247,35,oft,:,he,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,102,102,178,94.37574768066406,0.06030938774347305,37.510799407958984,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,179,38,180,39,247,25,33047,35,he,:,School,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,103,103,178,88.6336669921875,0.04993771016597748,42.54523468017578,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,180,38,181,39,33047,25,994,35,School,:,of,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,104,104,178,128.85781860351562,0.07774051278829575,39.73234558105469,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,181,38,182,39,994,25,33,35,of,:,B,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,105,105,178,100.82958984375,0.06072090566158295,39.80435562133789,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,182,38,183,39,33,25,38354,35,B,:,ridges,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,106,106,178,31.369749069213867,0.016060080379247665,46.821372985839844,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,183,38,184,39,38354,25,384,35,ridges,:,and,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,107,107,178,97.66705322265625,0.056165751069784164,41.68284225463867,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,184,38,185,39,384,25,55427,35,and,:,Road,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,108,108,178,65.1250991821289,0.028544386848807335,54.6900749206543,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,185,38,186,39,55427,25,82,35,Road,:,s,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,109,109,178,40.627464294433594,0.021614640951156616,45.05598831176758,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,186,38,187,39,82,25,13,35,s,:,.,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,110,110,178,158.5260009765625,0.09802225977182388,38.766502380371094,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,187,38,188,39,13,25,5045,35,.,:,After,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,111,111,178,176.86599731445312,0.11954761296510696,35.46371841430664,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,188,38,189,39,5045,25,5116,35,After,:,his,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,112,112,178,144.8965301513672,0.09239864349365234,37.5900764465332,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,189,38,190,39,5116,25,5215,35,his,:,grad,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,113,113,178,145.71629333496094,0.07872018963098526,44.371368408203125,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,190,38,191,39,5215,25,21716,35,grad,:,uation,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,114,114,178,149.2371063232422,0.0788470208644867,45.37037658691406,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,191,38,192,39,21716,25,246,35,uation,:,in,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,115,115,178,194.82974243164062,0.11202672868967056,41.688323974609375,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,192,38,193,39,246,25,16,35,in,:,1,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,116,116,178,205.18624877929688,0.12378857284784317,39.73274230957031,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,193,38,194,39,16,25,23,35,1,:,8,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,117,117,178,135.02268981933594,0.08690260350704193,37.24386978149414,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,194,38,195,39,23,25,16,35,8,:,1,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,118,118,178,123.69590759277344,0.07566836476325989,39.185176849365234,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,195,38,196,39,16,25,19,35,1,:,4,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,119,119,178,122.81282043457031,0.06952774524688721,42.341514587402344,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,196,38,197,39,19,25,11,35,4,:,",",D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,120,120,178,190.2670135498047,0.11852831393480301,38.47886276245117,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,197,38,198,39,11,25,247,35,",",:,he,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,121,121,178,152.64089965820312,0.1049283817410469,34.870548248291016,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,198,38,199,39,247,25,3988,35,he,:,was,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,122,122,178,150.48800659179688,0.09572703391313553,37.6832275390625,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,199,38,200,39,3988,25,84311,35,was,:,admitted,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,123,123,178,157.4394989013672,0.08642642199993134,43.66645812988281,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,200,38,201,39,84311,25,4520,35,admitted,:,tot,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,124,124,178,176.76881408691406,0.09581100195646286,44.2253303527832,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,201,38,202,39,4520,25,247,35,tot,:,he,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,125,125,178,120.81842041015625,0.07514744251966476,38.5389404296875,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,202,38,203,39,247,25,10616,35,he,:,Cor,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,126,126,178,105.88851928710938,0.058228205889463425,43.590946197509766,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,203,38,204,39,10616,25,79,35,Cor,:,p,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,127,127,178,45.320533752441406,0.023755965754389763,45.73020553588867,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,204,38,205,39,79,25,35241,35,p,:,sof,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,128,128,178,133.80348205566406,0.06872417032718658,46.67009735107422,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,205,38,206,39,35241,25,33,35,sof,:,B,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,129,129,178,77.52825927734375,0.038737669587135315,47.974159240722656,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,206,38,207,39,33,25,38354,35,B,:,ridges,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,130,130,178,35.21502685546875,0.016696546226739883,50.55710220336914,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,207,38,208,39,38354,25,384,35,ridges,:,and,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,131,131,178,137.4058074951172,0.0723206102848053,45.54322814941406,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,208,38,209,39,384,25,55427,35,and,:,Road,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,132,132,178,93.91291809082031,0.04252330958843231,52.93941116333008,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,209,38,210,39,55427,25,82,35,Road,:,s,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,133,133,178,68.69029235839844,0.03746608644723892,43.947872161865234,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,210,38,211,39,82,25,13,35,s,:,.,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,134,134,178,194.0973358154297,0.11594441533088684,40.12828063964844,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,211,38,212,39,13,25,14392,35,.,:,During,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,135,135,178,208.14227294921875,0.12541672587394714,39.78191375732422,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,212,38,213,39,14392,25,9704,35,During,:,hist,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,136,136,178,144.6641845703125,0.08074431866407394,42.94670486450195,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,213,38,214,39,9704,25,593,35,hist,:,ime,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,137,137,178,122.17900085449219,0.07474566996097565,39.182430267333984,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,214,38,215,39,593,25,2296,35,ime,:,with,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,138,138,178,126.05355834960938,0.07818660140037537,38.64591598510742,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,215,38,216,39,2296,25,672,35,with,:,the,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,139,139,178,111.68882751464844,0.07027412950992584,38.09737777709961,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,216,38,217,39,672,25,10616,35,the,:,Cor,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,140,140,178,162.59519958496094,0.07856520265340805,49.6087532043457,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,217,38,218,39,10616,25,79,35,Cor,:,p,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,141,141,178,99.78152465820312,0.04982659965753555,48.00314712524414,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,218,38,219,39,79,25,35241,35,p,:,sof,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
12,142,142,178,154.99627685546875,0.08395803719758987,44.25270462036133,41.717586517333984,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,219,38,220,39,35241,25,33,35,sof,:,B,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
